user name,user Url,city,Contribution,review Title,review Url,Review Details,expe date
Stijn S wrote a review Jul 2019,/Profile/46stijns,"Roeselare, Belgium",8 contributions,Great experience,/ShowUserReviews-g616035-d2664481-r692072565-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"We stayed here for two days during our roundtrip in Sri Lanka. Great welcome by the staff as soon as we arrived. We had a great view from our room on the tea plants in the valley. We could also see a lot of birds from our room which made the place feel very authentic. When you are staying here, make sure to climb little Adam's peak, as it gives you a great view of the mountains and the resort. The restaurant also offered great food for breakfast and dinner! Overall we had a perfect stay",Date of stay: July 2019
Frank Gheysen wrote a review Jul 2019,/Profile/frankgD5241CW,"Roeselare, Belgium",3 contributions,Fantastic hotel/venue,/ShowUserReviews-g616035-d2664481-r692071883-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,Great atmospheric hotel: luxury combined with (tons of) charm. Surrounded by mountains you wake up and walk onto your terrace and take in the beautiful nature around you.All around the hotel you can also see everyday life of Sri Lanka.Great restaurant/kitchen also.Highly recommended!,Date of stay: July 2019
World Ghoomo wrote a review Jul 2019,/Profile/WorldGhoomo,"Bengaluru, India",43 contributions,Where Luxury meets Nature!,/ShowUserReviews-g616035-d2664481-r691750345-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Hello, This is Sarita & Kamal. During our recent 10 days trip to Sri Lanka, we spent 2 days in Ella and picked 98 Acres Resort and Spa as our abode for 2 nights. The resort is surrounded by a stunning landscape. We had booked one of the superior Rooms that came with a large balcony overlooking the Mini Adam's Peak and the Ella Gap - A view to live for. One can enjoy the breathtaking views of the mountains and the greenery right from the bed.  That's how awesome the location is!""World Ghoomo"" has done a wonderful review of this resort on Youtube! Must Watch.Dining Like the room, the ‘Restaurant 98’, is built on a hillock has an open-air deck and overlooks the gorgeous views. It's an open restaurant, which obviously means it's open for tourists besides the guests as well. So, even if you have not booked your stay at this hotel, you can still enjoy the hotels unique dining experience.Activities around the ResortLocated 5 minutes away from the resort, the hike to Mini Adam's Peak is just half an hour climb to the top of the peak. It's a 'Must Do' activity.The 9 Arch Bridge - is a very popular tourist attraction very close to the resort. Don't miss out the opportunity of clicking the classy photos as the train crosses the bridge.  We truly enjoyed our stay at 98 Acres Resort & Spa and highly Recommend it!",Date of stay: April 2019
Ranjith-Surendra wrote a review Jul 2019,/Profile/Ranjith-Surendra,"Colombo, Sri Lanka",10 contributions,Excellent Holiday with My Wife,/ShowUserReviews-g616035-d2664481-r691604396-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Exceptional Resort. Excellent Location. Everything was near perfect. Lovely Rooms, Very tasty food. Presentation of the food was excellent. Staff have been well trained, very polite and with a smile all the time. We really enjoyed the stay.",Date of stay: July 2019
Dilly1111 wrote a review Jul 2019,/Profile/Dilly1111,"Colombo, Sri Lanka",82 contributions,Super Experience ,/ShowUserReviews-g616035-d2664481-r691355103-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"It was our first visit to 98 acres and we  enjoyed every bit of it. Fantastic view, superb accommodation.. breakfast was good. Hope they will have more choices for other meals. Thanks Ranga and the team.",Date of stay: October 2016
AlwaysAGlader wrote a review Jul 2019,/Profile/AlwaysAGlader,"Colombo, Sri Lanka",11 contributions,An Absolutely Perfect Stay!!,/ShowUserReviews-g616035-d2664481-r690646692-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"This hotel is located at a breath-taking location, surrounded by a vast area of green hills. The rooms were big and spacious, the arrangement was beautiful and unique, as was every other aspect of the hotel. Every single member of the staff was very friendly and efficient, and it made us feel quite welcome. And a special thanks to our butler, Oshan, who was kind and very helpful, overall great at his service. Furthermore, the variety and quality of food was top-notch. And a big shout-out to everyone who helped organize my birthday party, which included a delicious and pretty cake. Compliments to the chef!! The hotel also had a good variety of activities such as air rifle shooting and ziplines. It also included great spa facilities. I couldn't have been more happy and satisfied than with my stay at 98 acres. One of the best hotels I've ever stayed in.",Date of stay: July 2019
Michael C wrote a review Jul 2019,/Profile/michaelcJ3995WX,"Padbury, Australia",10 contributions,"Views, views, views",/ShowUserReviews-g616035-d2664481-r690333245-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Accommodation amazing. Very spacious, set amongst tea plantation with amazing views - especially from the shower. Very close to Little Adams peak and zip line - both worth doing. Food at restaurant also great.",Date of stay: July 2019
Reinhold wrote a review Jul 2019,/Profile/Rewalu,"Manama, Bahrain",13 contributions,Relaxing Stay with great View,/ShowUserReviews-g616035-d2664481-r690251349-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"Up in the mountains the various villas provided great view.We enjoyed a warm welcome and excellent service from the entire staff.An excellent room, with interesting furnature, all build from residual packaging material from the tea industry!!!The food was stunning: the presentation and taste excellent!",Date of stay: July 2019
Paul F wrote a review Jul 2019,/Profile/paulfE5159TT,,3 contributions,Best infinity pool in Sri Lanka,/ShowUserReviews-g616035-d2664481-r689420210-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,Great private villa with a stunning outlook over the tea plantation.  The location near Ella is beautiful and a three day stay was just what was needed.  The staff were friendly and helpful.  The restaurant was ok but with Ella just a 15 minute stroll downhill there are plenty of options.,Date of stay: July 2019
Kate062 wrote a review Jul 2019,/Profile/Kate062,"Perth, Australia",36 contributions,Stunning!,/ShowUserReviews-g616035-d2664481-r689173488-98_Acres_Resort_and_Spa-Ella_Uva_Province.html,"This hotel felt like heaven, it would be one of the most beautiful locations I have stayed.We only had one night but we will certainly visit again. The rooms are not air conditioned but it was not hot, we ate at the restaurant and the food was very good and service was fantastic.  I had a massage at the spa, this was also very good.  I am very fussy about having a proper deep tissue massage so I was pleasantly surprised by how good the girl was, I have had a lot of oil rubs and been disappointed but not this time.  We would have loved to go on a hike but didn’t get time.  I think I could easily spend 5 nights here and go exploring, it looked like there was lots to see around and in Ella.  We travel to Sri Lanka regularly but if you are coming for a one off holiday, then I would recommend spending a bit more time in this area and at this hotel because it is probably my favourite place in Sri Lanka so far.",Date of stay: June 2019
